Static	Dynamic	Guided
0.0187075	0.019296	0.0190788
0.0164178	0.0165016	0.0155074
0.0142075	0.0163774	0.0149904
0.0159021	0.0162633	0.015747
0.017842	0.0191491	0.0196305
0.0171732	0.0240847	0.0187452
0.0182248	0.0209028	0.020761
0.0215648	0.0229181	0.0202111
0.0222026	0.0266595	0.0252098
0.0203275	0.0268881	0.0255265
0.0253803	0.0275114	0.0303348
0.0264787	0.0243472	0.0270259
0.0287423	0.0309737	0.031735
0.0266059	0.0321546	0.0287288
0.0335519	0.0326312	0.0311255
0.0318974	0.0335305	0.0342927
0.0306514	0.0336714	0.0354452
0.0336848	0.0360808	0.0356921
0.0375553	0.0365606	0.0360075
0.037698	0.0368376	0.0373707
0.0385333	0.0404853	0.0394286
0.039282	0.0397767	0.0384587
0.0405088	0.0389975	0.0384666
0.0398314	0.0401084	0.0407137
