Static	Dynamic	Guided
0.0113104	0.0116973	0.0114521
0.00803587	0.00903094	0.0108292
0.0070918	0.00641785	0.00954571
0.00562954	0.00499582	0.00964144
0.00554783	0.00427932	0.0092248
0.00420223	0.00366828	0.00889954
0.0045249	0.00348497	0.00872196
0.00384045	0.00302591	0.00790291
0.00431545	0.00303781	0.00869004
0.00455979	0.00333217	0.00722215
0.00464319	0.00323456	0.00538982
0.0037418	0.0030911	0.00520055
0.00371503	0.00291667	0.0049511
0.00430778	0.00323414	0.00486864
0.00377605	0.00316097	0.00467453
0.00364953	0.00333459	0.00445681
0.0041977	0.00285827	0.00446655
0.00401146	0.00336719	0.00440019
0.00402467	0.00350458	0.00430321
0.00392047	0.00360675	0.00406708
0.00418305	0.00272775	0.00429548
0.00329236	0.00275384	0.00399171
0.00392423	0.00358532	0.00419851
0.00413633	0.00323851	0.00423359
