Static	Dynamic	Guided
0.0187007	0.0190517	0.0195162
0.0187769	0.0181411	0.020834
0.0216719	0.0188178	0.0193048
0.0199238	0.0187166	0.021695
0.0223635	0.0236046	0.0231398
0.0167069	0.0209654	0.0251902
0.0212521	0.028912	0.0264244
0.0227571	0.0262823	0.0286775
0.0252801	0.0287423	0.0298944
0.0255147	0.0289722	0.030902
0.0254379	0.0325261	0.0309966
0.0296952	0.0352973	0.0334213
0.0341737	0.0355207	0.0337965
0.0333113	0.0383322	0.036751
0.0375787	0.0355601	0.0380066
0.0367976	0.0390975	0.0406008
0.0367986	0.0417354	0.040046
0.0404675	0.041732	0.0409687
0.041234	0.0412951	0.0417069
0.0373587	0.0416605	0.0413246
0.0418615	0.0448075	0.0432799
0.0434061	0.0430946	0.0429218
0.0445473	0.0444792	0.044223
0.0457003	0.0472628	0.0474447
