Static	Dynamic	Guided
0.0114543	0.0119465	0.0119067
0.0061946	0.00655738	0.0107461
0.0055147	0.00443699	0.00999989
0.00451793	0.00342348	0.00957962
0.00393528	0.00307844	0.00902615
0.00360387	0.00281455	0.00878883
0.00321961	0.00266176	0.0088487
0.00313382	0.00270569	0.00872949
0.00344799	0.002997	0.00855346
0.00298627	0.00264067	0.00678334
0.0030544	0.00325291	0.00544354
0.00330706	0.00300676	0.00514089
0.00344486	0.00285409	0.00489117
0.00298301	0.00341068	0.00487371
0.00293231	0.00294949	0.00468065
0.00316569	0.00271595	0.00463719
0.00365002	0.00356434	0.00435117
0.003117	0.00326187	0.00438908
0.00349218	0.00345266	0.00439673
0.00297925	0.00282675	0.00423702
0.00336684	0.0027207	0.00421443
0.00299726	0.00295542	0.00415788
0.00313951	0.00341758	0.00414335
0.00311334	0.0033226	0.0042922
