Static	Dynamic	Guided
0.0116401	0.0127354	0.0118521
0.00647971	0.00634021	0.0106247
0.00570557	0.00466262	0.010096
0.00409023	0.0034323	0.00958937
0.00380687	0.00305734	0.00889723
0.00356901	0.00261794	0.00919924
0.00333589	0.00253732	0.00902592
0.00318974	0.00253027	0.00901704
0.00338725	0.00258335	0.00895087
0.00302552	0.00265739	0.00749363
0.00296077	0.00275655	0.0058195
0.00304692	0.00275811	0.00550483
0.00294056	0.0026681	0.00529716
0.00311998	0.00262206	0.00529856
0.00312857	0.00253936	0.00515142
0.00284967	0.0025077	0.00505691
0.00368021	0.00293199	0.00504628
0.00335838	0.00260593	0.0049412
0.00347515	0.00269915	0.00451061
0.00311478	0.00288858	0.00437884
0.00298093	0.00277371	0.0042811
0.00294836	0.00287166	0.00435525
0.00292106	0.00284801	0.00443353
0.00290891	0.00291955	0.00443659
