Static	Dynamic	Guided
0.0117884	0.0124875	0.011915
0.0106331	0.0148559	0.0114223
0.00856135	0.0118688	0.010378
0.00627322	0.00926912	0.00985683
0.00577327	0.00804757	0.00936973
0.00508038	0.00699222	0.00911856
0.00530985	0.00636463	0.00905392
0.00417247	0.00582305	0.00903103
0.00468704	0.00551266	0.00880177
0.00359338	0.00529429	0.00726683
0.00401168	0.00479284	0.00602249
0.00319216	0.0046301	0.00546465
0.00354082	0.00449284	0.00532015
0.0031527	0.00442866	0.00521533
0.00326387	0.00460785	0.00523318
0.00312961	0.00427007	0.00509561
0.0033194	0.00453719	0.00496234
0.00306636	0.00407458	0.00485246
0.00346384	0.00429794	0.00484011
0.00290399	0.00421487	0.00448235
0.00267988	0.0047364	0.00427703
0.00276206	0.00386377	0.00438827
0.00277335	0.00428321	0.00431069
0.00299598	0.00373297	0.00443073
