Static	Dynamic	Guided
0.0121938	0.0118124	0.0117613
0.0083373	0.00841969	0.0115586
0.00788958	0.0101895	0.0104665
0.00722426	0.00991805	0.00976059
0.00641463	0.00983466	0.00981141
0.00653542	0.00996938	0.00994051
0.00652175	0.00994708	0.0100243
0.00663912	0.010328	0.00987694
0.00665695	0.00995393	0.0101924
0.0071121	0.0101857	0.0107233
0.00663626	0.0107517	0.0101389
0.00688629	0.0102634	0.0103301
0.00669097	0.00997631	0.00987097
0.00677757	0.00995229	0.0100194
0.00665074	0.0100157	0.0104542
0.00670226	0.00987977	0.0102186
0.0065557	0.0105247	0.0101609
0.00658134	0.0103555	0.00996749
0.006644	0.0102774	0.010243
0.00659715	0.0102419	0.0104708
0.00661364	0.0102468	0.0103132
0.00698116	0.0107472	0.0101356
0.00650405	0.0102294	0.0101883
0.00675003	0.0098985	0.00977948
