Static	Dynamic	Guided
0.0115792	0.0121907	0.0119382
0.0079425	0.00808672	0.0115373
0.00665488	0.0059178	0.0104433
0.0050095	0.00438279	0.00983937
0.0046969	0.00363299	0.00934879
0.00428688	0.00317817	0.00915168
0.00385006	0.00295224	0.00914422
0.00372733	0.00266373	0.00891562
0.00383609	0.00258578	0.00886494
0.00338296	0.00240651	0.00748761
0.0036425	0.00263147	0.00585312
0.00382631	0.00261182	0.005625
0.00370892	0.00260387	0.00530487
0.00327629	0.00253918	0.00533768
0.00374062	0.00269728	0.00511569
0.00365796	0.00265927	0.00500016
0.0035103	0.00282689	0.00489145
0.00350177	0.0027959	0.0051072
0.00360938	0.00261565	0.00457307
0.00325242	0.00298937	0.0044273
0.00342281	0.00313287	0.00420561
0.00333029	0.00302363	0.00432953
0.00359429	0.00296311	0.00427463
0.00344645	0.00290252	0.00446864
