Static	Dynamic	Guided
0.0115857	0.011767	0.0117259
0.0107327	0.0157161	0.0163477
0.0105588	0.0167606	0.0157909
0.0104454	0.0159634	0.0162562
0.010701	0.0167078	0.016553
0.0106844	0.0164795	0.0155429
0.0107271	0.016481	0.0155559
0.0104849	0.0157531	0.0163573
0.0105058	0.0157186	0.0158985
0.0105405	0.016047	0.0156067
0.0104076	0.0160155	0.0159477
0.0106365	0.015884	0.0163069
0.0105519	0.0158266	0.0154304
0.0104108	0.0157872	0.0160165
0.0104347	0.015687	0.0161314
0.0103449	0.0158211	0.0162491
0.0103427	0.0165026	0.0155993
0.0103372	0.0161023	0.0161725
0.0111103	0.0160397	0.0158339
0.0105104	0.015554	0.015782
0.0105886	0.0154379	0.0152626
0.0103512	0.0155195	0.0159651
0.0103487	0.0153424	0.015514
0.0105328	0.0151905	0.0151031
