Static	Dynamic	Guided
0.00277335	0.00428321	0.00431069
0.00258841	0.00281148	0.0044799
0.00369655	0.00315955	0.00445893
0.00359429	0.00296311	0.00427463
0.00336321	0.00309938	0.00431417
0.00382117	0.00315225	0.00435454
0.00313092	0.0029929	0.00443104
0.00292106	0.00284801	0.00443353
0.00303075	0.00302947	0.00426081
0.00311962	0.00379871	0.00429766
0.00382736	0.00499804	0.00493392
0.00617606	0.00894961	0.00882134
0.00650405	0.0102294	0.010188299999999999
0.00776581	0.012386200000000002	0.0123476
0.0103487	0.0153424	0.015513999999999998
0.0114179	0.0156384	0.015802700000000003
