Static	Dynamic	Guided
0.00530985	0.00636463	0.00905392
0.0038643	0.00433789	0.00889591
0.00418081	0.00330369	0.00917075
0.00385006	0.00295224	0.00914422
0.00377965	0.00270138	0.00907424
0.00349799	0.00247799	0.00910512
0.00340642	0.00254288	0.0092613
0.00333589	0.00253732	0.00902592
0.00400327	0.00286456	0.00909545
0.00350996	0.00334126	0.00908022
0.00414031	0.00438239	0.00916928
0.00658753	0.00877896	0.00851589
0.00652175	0.00994708	0.0100243
0.00800109	0.0122742	0.0121545
0.0107271	0.016481	0.0155559
0.0114489	0.016862099999999998	0.017875
