Static	Dynamic	Guided
0.0635692	0.0653817	0.0652597
0.0341924	0.0407124	0.0498085
0.0455703	0.0465383	0.0397768
0.0473128	0.0445186	0.0470166
0.0447627	0.0464404	0.0466633
0.0433778	0.0411986	0.0431303
0.0424694	0.0417342	0.0426272
0.0407517	0.0410745	0.0424885
0.0401792	0.0431053	0.0433122
0.0396814	0.0431149	0.0429661
0.0404283	0.0431275	0.0431618
0.0406128	0.0429979	0.0434346
0.0395061	0.0428343	0.0430259
0.0400961	0.0421844	0.0420842
0.0392661	0.0441318	0.0424415
0.0401268	0.0425209	0.0414024
0.0407348	0.041746	0.0425292
0.043691	0.0417731	0.0407058
0.0398769	0.0429299	0.040679
0.0390665	0.0429965	0.0412146
0.039537	0.0404682	0.0413718
0.0389366	0.0401592	0.0432363
0.040856	0.0423128	0.0402915
0.0405498	0.0416108	0.0410736
