Static	Dynamic	Guided
0.0680185	0.067984	0.0673424
0.040213	0.0399692	0.044554
0.049087	0.0363967	0.0490052
0.0513991	0.0412418	0.0461711
0.0495329	0.0479112	0.04268
0.048007	0.047067	0.0424119
0.0460065	0.0468382	0.0422745
0.0430121	0.0391028	0.0422646
0.0455602	0.0386482	0.042428
0.0436082	0.0420487	0.0428713
0.0443271	0.0418374	0.0427648
0.0424257	0.0432994	0.0434547
0.0425652	0.0441107	0.0431938
0.0424993	0.044515	0.0434334
0.043344	0.045247	0.044136
0.0432204	0.0454143	0.0429443
0.0442862	0.0458924	0.0440648
0.0435164	0.0462715	0.0435124
0.0424586	0.0463462	0.0448571
0.0448947	0.0471106	0.0461573
0.0448495	0.0472695	0.0451846
0.0443468	0.0477457	0.0458942
0.0434933	0.0469941	0.0450308
0.0455747	0.0476938	0.045474
