Static	Dynamic	Guided
0.0675795	0.0694183	0.0682944
0.0362158	0.0353801	0.0484049
0.0454172	0.0365961	0.0489777
0.0478759	0.0495383	0.0458618
0.0465381	0.0499212	0.046372
0.0423235	0.0439167	0.0422691
0.0396482	0.0399572	0.0431716
0.0401726	0.0368515	0.0400454
0.0400113	0.041092	0.0436391
0.0394494	0.0410025	0.0434288
0.0399541	0.0442217	0.0437816
0.0387562	0.043336	0.0437083
0.0399381	0.0435979	0.0446588
0.0386797	0.0434059	0.0441159
0.0393443	0.0435534	0.0439381
0.0407549	0.0427306	0.0436401
0.0391843	0.0432762	0.0430978
0.0402678	0.0431556	0.0433568
0.0381325	0.0432316	0.0430188
0.0408036	0.0427655	0.0433534
0.0405197	0.0431276	0.0433486
0.0402018	0.0410213	0.0404521
0.0414946	0.0435411	0.0427604
0.0407484	0.0434481	0.0441925
