Static	Dynamic	Guided
0.06476	0.0666405	0.0707669
0.040424	0.040415	0.0456958
0.0419186	0.0366039	0.047905
0.0506301	0.0434318	0.0472435
0.0511066	0.0443607	0.0471659
0.0449677	0.0461105	0.0445966
0.0433129	0.0427786	0.0427625
0.0437391	0.0389483	0.0417647
0.0421824	0.0409574	0.0428261
0.0409716	0.0416271	0.0429567
0.0417123	0.0429034	0.0434493
0.0402069	0.0432983	0.0423773
0.0390428	0.0439394	0.0418498
0.0386196	0.0440037	0.0423612
0.0391155	0.0437456	0.0418787
0.0383968	0.043718	0.0412482
0.0391708	0.0440851	0.0426273
0.0393406	0.0424594	0.0410075
0.0401136	0.0415804	0.0414823
0.0395246	0.0424946	0.041195
0.0404012	0.04203	0.0400021
0.039517	0.0416571	0.0417305
0.040219	0.0431889	0.0420134
0.0420174	0.0426029	0.0409455
