Static	Dynamic	Guided
0.0700706	0.0686545	0.0670788
0.0418868	0.040242	0.0474646
0.044507	0.0343119	0.0487547
0.0484998	0.0463719	0.0442762
0.0523559	0.0438171	0.0391815
0.0481868	0.0442116	0.0414715
0.0442855	0.0467112	0.0400687
0.045099	0.0413639	0.0409792
0.0449806	0.0405959	0.0412358
0.04539	0.0372587	0.0416375
0.0456031	0.0407209	0.0431522
0.0443753	0.040396	0.0434532
0.0443939	0.042997	0.0439224
0.0432344	0.0429994	0.0440638
0.0433723	0.0438385	0.0444451
0.0439602	0.0437204	0.0443867
0.0442788	0.044604	0.0440231
0.0440612	0.0451737	0.0443182
0.0444532	0.0459163	0.0427801
0.043464	0.0464138	0.0425035
0.0437317	0.0470245	0.0448489
0.0441541	0.0470245	0.0442511
0.0441631	0.0472386	0.0440867
0.0439239	0.047126	0.0440477
