Static	Dynamic	Guided
0.0643818	0.065585	0.0653846
0.0375073	0.0393626	0.0493988
0.0464161	0.0359809	0.0450688
0.0481995	0.045346	0.0460986
0.0454908	0.0501933	0.046578
0.0436876	0.0458341	0.0463536
0.0427467	0.040381	0.0420981
0.040946	0.040991	0.041807
0.0404044	0.0415611	0.043193
0.0399784	0.0418595	0.0426943
0.0399512	0.0435935	0.0440459
0.0390588	0.0440711	0.0445286
0.0393701	0.044686	0.0443822
0.0385674	0.0442332	0.0433489
0.0394719	0.0449385	0.0435533
0.0403526	0.0439707	0.0433784
0.0390726	0.0423374	0.0425649
0.0413529	0.042285	0.0429176
0.0389285	0.0426129	0.0415246
0.0398293	0.0438363	0.0426027
0.0424193	0.0445618	0.0420455
0.043098	0.0447391	0.0433715
0.0411899	0.0423537	0.0427701
0.0416892	0.0446408	0.044022
