Static	Dynamic	Guided
0.0659659	0.0714353	0.0654494
0.0431316	0.0421432	0.0480384
0.0670247	0.0456996	0.0472078
0.0589136	0.0479167	0.0455853
0.0602556	0.0514635	0.0451732
0.0572935	0.0521101	0.0422026
0.0503914	0.0506955	0.0391768
0.0469721	0.0473976	0.0400166
0.0465575	0.0465574	0.0427031
0.0502312	0.0443186	0.0425562
0.048447	0.0436073	0.0442982
0.0480897	0.0427416	0.0442734
0.0462977	0.0436689	0.0441371
0.0455157	0.0436742	0.044832
0.0455869	0.0440503	0.0449665
0.0455549	0.0444903	0.0452051
0.0455161	0.0456688	0.0445758
0.0456028	0.0459208	0.0444833
0.0457561	0.0467101	0.0449157
0.0461727	0.047301	0.0447583
0.0463654	0.0481967	0.0446259
0.0471242	0.0480153	0.0435675
0.0450057	0.0478485	0.0446686
0.0462193	0.0493872	0.0456063
