Static	Dynamic	Guided
0.0633078	0.0652883	0.0649578
0.0372807	0.0400852	0.0456463
0.034264	0.037228	0.0477761
0.0462873	0.0440957	0.0449381
0.0539543	0.0430342	0.045158
0.0469487	0.0444295	0.0429882
0.0481711	0.0485347	0.0431044
0.0431473	0.0445443	0.0440826
0.0430598	0.0407376	0.0428066
0.0434246	0.0416392	0.0431409
0.0431547	0.0418723	0.0442789
0.042931	0.0435246	0.0436237
0.0423632	0.0439248	0.0453186
0.0416317	0.0450762	0.0445344
0.041591	0.0454105	0.0448086
0.0426418	0.0454	0.0447924
0.0429842	0.0460837	0.0442596
0.042687	0.0460226	0.0449985
0.0423738	0.0457702	0.0424286
0.0427478	0.0447861	0.0442848
0.0441272	0.0453931	0.0448773
0.0446271	0.0451594	0.0441797
0.0433827	0.0461917	0.0458513
0.043989	0.0457636	0.0475393
