Static	Dynamic	Guided
0.0698729	0.0681079	0.0685807
0.0406559	0.0402908	0.0472567
0.0481626	0.0433762	0.0464696
0.0470609	0.0472723	0.0456093
0.0448569	0.0453541	0.0445433
0.0417121	0.0458633	0.0440658
0.0413512	0.0452695	0.0438997
0.0414676	0.0441157	0.0446659
0.0413576	0.0442563	0.0447874
0.0398635	0.0441471	0.0437808
0.0406924	0.0432567	0.0443695
0.0415304	0.0433187	0.0421535
0.0413731	0.0431278	0.0431403
0.0412134	0.0427666	0.0422579
0.042708	0.0420054	0.042482
0.0420047	0.0435291	0.0417268
0.0432641	0.0413455	0.0415499
0.0438455	0.0403749	0.0406602
0.0440604	0.0419686	0.0410701
0.0444134	0.0414594	0.0424333
0.0450939	0.0413793	0.0405886
0.0451169	0.0413673	0.0420421
0.046329	0.0421709	0.0413857
0.0460824	0.0419777	0.043727
