Static	Dynamic	Guided
0.0387835	0.0394181	0.0407115
0.0240662	0.0242313	0.0276915
0.0186603	0.0172258	0.0180847
0.0127663	0.013107	0.0134648
0.0126391	0.0113373	0.0117762
0.00907237	0.00964242	0.00996737
0.00891583	0.0089368	0.00930046
0.00767218	0.00825718	0.00843114
0.00763663	0.00802762	0.00810806
0.00683273	0.00733005	0.00798766
0.00725981	0.0072437	0.00760725
0.00616271	0.00699313	0.0072398
0.00629347	0.00699837	0.00712287
0.00577252	0.00672549	0.00706716
0.00579892	0.00678008	0.00708808
0.00589209	0.00656697	0.00718808
0.00563042	0.00667957	0.00691654
0.00561126	0.00659841	0.00677014
0.00564106	0.00656029	0.00658336
0.00519134	0.00651072	0.00705121
0.00534358	0.00652314	0.00686002
0.00559354	0.00663012	0.00685075
0.00553436	0.00649013	0.00682671
0.00514105	0.00658067	0.00684403
