Static	Dynamic	Guided
0.0460862	0.0565527	0.0498198
0.0463416	0.0380868	0.0311713
0.0369281	0.03941	0.0197966
0.0323285	0.0320936	0.0153331
0.0272837	0.0297937	0.0128991
0.0236623	0.025326	0.0106135
0.0219558	0.0228834	0.00963998
0.0188065	0.0204305	0.00925728
0.0160916	0.0193218	0.00780855
0.0159273	0.0177351	0.00853841
0.0134145	0.0169119	0.00819239
0.0111155	0.0157135	0.00736329
0.0120828	0.0158082	0.00719385
0.0124341	0.0149	0.00769448
0.0115658	0.0159382	0.00689475
0.0113343	0.0138895	0.00752059
0.0102195	0.0161983	0.00732329
0.0103423	0.0149394	0.00703977
0.00982991	0.0140613	0.00667597
0.00979223	0.0152445	0.00749349
0.00948675	0.0154931	0.00670171
0.00922169	0.015161	0.0091487
0.0101467	0.0135822	0.0074172
0.00995896	0.0129795	0.00720453
