Static	Dynamic	Guided
0.0657707	0.0455874	0.0392843
0.0429826	0.0623497	0.0253245
0.0351318	0.0495481	0.0174766
0.0242525	0.0426789	0.0132711
0.0240586	0.0367929	0.0113965
0.0186009	0.0326226	0.0099683
0.0205527	0.0300191	0.00938811
0.0154494	0.027553	0.00852129
0.0158278	0.0258294	0.00810559
0.0130279	0.0228681	0.00798771
0.013648	0.0233709	0.00780313
0.0120766	0.0225766	0.00749924
0.0113741	0.0212782	0.00711005
0.010871	0.0207472	0.00724598
0.0112521	0.0189263	0.00715098
0.010474	0.0191393	0.00691442
0.00982174	0.01989	0.00934361
0.01498	0.0210949	0.00885152
0.0138268	0.0208328	0.00937295
0.0136583	0.0216354	0.00973819
0.0166303	0.021073	0.00928603
0.0135856	0.0188902	0.00812832
0.0157823	0.0188271	0.00818122
0.0165551	0.0189456	0.0093042
