Static	Dynamic	Guided
0.0442064	0.0448548	0.0464526
0.0276174	0.0267805	0.0304022
0.0213231	0.0203851	0.021724
0.0152908	0.0148302	0.015406
0.013217	0.0129202	0.0130489
0.0107782	0.0107942	0.011103
0.00976159	0.0102336	0.0102345
0.00990266	0.00898864	0.00906577
0.00836118	0.00847189	0.00868044
0.00833528	0.00826191	0.00844292
0.00787649	0.00817288	0.00791219
0.006915	0.00784674	0.00763483
0.00658371	0.00783192	0.00753638
0.00687427	0.00747357	0.00744761
0.00706038	0.0072163	0.00744761
0.00687154	0.00716631	0.0070437
0.00697173	0.0072895	0.00711507
0.00700196	0.00716225	0.00709429
0.00576485	0.00732555	0.00687431
0.00587939	0.00732346	0.00745315
0.00586389	0.0076018	0.00734067
0.00611202	0.0076304	0.00732436
0.00632254	0.00763458	0.00774758
0.00586456	0.00771358	0.00749499
