Static	Dynamic	Guided
0.0502388	0.0522328	0.0567988
0.0389419	0.036627	0.0342153
0.033618	0.0300349	0.0226561
0.0266533	0.0260581	0.020432
0.025003	0.0235196	0.0172345
0.0236665	0.0197027	0.0150554
0.0219629	0.0173673	0.0140737
0.0224685	0.0168212	0.0136497
0.0188201	0.0157465	0.0118082
0.0181236	0.0145149	0.01204
0.0163242	0.013349	0.0106161
0.0176203	0.0131127	0.0106096
0.0164133	0.0116166	0.0117001
0.0158217	0.011595	0.00998598
0.0151761	0.0135263	0.00996461
0.0129325	0.0106945	0.0110267
0.012761	0.0100652	0.00944816
0.0115246	0.00918767	0.00946754
0.0113065	0.0100838	0.00927075
0.0122099	0.0102278	0.010026
0.0119839	0.00945274	0.0103902
0.0110167	0.00980648	0.00988616
0.0123158	0.0100646	0.0104587
0.0193681	0.0108013	0.0100062
