Static	Dynamic	Guided
0.0517487	0.0590011	0.0508238
0.0329331	0.0311329	0.0293769
0.0256596	0.0221796	0.0206138
0.021793	0.0183688	0.0180354
0.0186834	0.0185644	0.0157752
0.0187709	0.0136461	0.0139166
0.0166777	0.0141583	0.0132324
0.0157879	0.0127422	0.0121062
0.0164079	0.0120477	0.0108669
0.0145561	0.0111507	0.0110049
0.012557	0.010894	0.010976
0.0132606	0.0110515	0.0111609
0.0131245	0.00987237	0.00981803
0.011627	0.0104747	0.00885644
0.0106671	0.00922915	0.00892942
0.0122129	0.00900104	0.00847951
0.0116306	0.0105669	0.00833199
0.00993554	0.00857743	0.00885814
0.0101289	0.00871318	0.00806098
0.00939673	0.00848741	0.00871105
0.00983383	0.00780379	0.00899373
0.00875852	0.00866049	0.00793397
0.0106863	0.00835848	0.00947171
0.00929614	0.00981435	0.0100525
