Static	Dynamic	Guided
0.0436851	0.0532558	0.0509433
0.0321772	0.0292499	0.030891
0.0234466	0.0208824	0.0208556
0.015637	0.0150578	0.0145501
0.0149041	0.0135924	0.0129274
0.0108204	0.0112153	0.0108308
0.0107693	0.0106274	0.0101448
0.00918197	0.00961524	0.0087289
0.00948094	0.00934545	0.00832618
0.00846607	0.00916047	0.0084514
0.00812705	0.00876492	0.00786704
0.0076094	0.00855616	0.00767943
0.00739444	0.00846749	0.00765697
0.0072812	0.00826709	0.00742841
0.00675505	0.00813122	0.00760336
0.00728172	0.0080543	0.00741786
0.00681873	0.0081058	0.00731787
0.00744464	0.00803998	0.00673623
0.0078284	0.00773821	0.00676385
0.00678863	0.00751056	0.00713056
0.00710732	0.00751713	0.00730117
0.00677325	0.00765055	0.00704306
0.00722549	0.00774298	0.00733584
0.00693745	0.00752755	0.00740256
