Static	Dynamic	Guided
0.00602059	0.00935564	0.00946204
0.00596392	0.00680795	0.00904038
0.00562954	0.00499582	0.00964144
0.00502346	0.00438374	0.00952901
0.00474718	0.00392261	0.00906691
0.00407039	0.00358802	0.00956589
0.00400351	0.00364793	0.00935647
0.00451793	0.00342348	0.00957962
0.00408351	0.00345706	0.00949064
0.025164	0.0258151	0.0135321
0.00435892	0.00393029	0.00933226
0.00654286	0.0080381	0.00954368
0.0111184	0.0150993	0.014073599999999999
0.015902100000000002	0.016263299999999998	0.015747
0.0173192	0.0180776	0.0192993
0.0199238	0.0187166	0.021695
