Static	Dynamic	Guided
0.00485433	0.00619799	0.00846592
0.00413467	0.00444153	0.00857183
0.004524899999999999	0.00348497	0.00872196
0.00403001	0.00294766	0.00870561
0.00355691	0.00280711	0.008456100000000001
0.00351603	0.00281475	0.00873242
0.00322466	0.00278181	0.0087331
0.00321961	0.00266176	0.008848700000000001
0.00427306	0.00303214	0.00834397
0.027047700000000004	0.028403199999999997	0.0239851
0.00412923	0.00399006	0.00876754
0.00652036	0.00870539	0.00875593
0.015971600000000002	0.0225737	0.0207878
0.0182248	0.0209028	0.020761
0.0220095	0.0251801	0.0295667
0.0212521	0.028912	0.026424400000000004
